state,county,ag_land_cropland_acres,ag_land_cropland_number_of_operations,ag_land_cropland_harvested_acres,ag_land_cropland_harvested_number_of_operations,ag_land_incl_buildings_asset_value_measured_in_$_acre,ag_land_incl_buildings_asset_value_measured_in_$_operation,ag_land_incl_buildings_operations_with_asset_value,ag_land_irrigated_acres,ag_land_irrigated_number_of_operations,animal_totals_incl_products_sales_measured_in_$,barley_acres_harvested,barley_operations_with_area_harvested,barley_production_measured_in_bu,beans_dry_edible_(excl_chickpeas_&_lima)_acres_harvested,beans_dry_edible_(excl_chickpeas_&_lima)_operations_with_area_harvested,beans_dry_edible_(excl_chickpeas_&_lima)_production_measured_in_cwt,cattle_cows_beef_inventory,cattle_cows_beef_operations_with_inventory,cattle_cows_milk_inventory,cattle_cows_milk_operations_with_inventory,cattle_incl_calves_inventory,cattle_incl_calves_operations_with_inventory,cattle_incl_calves_operations_with_sales,cattle_incl_calves_sales_measured_in_head,chickens_broilers_operations_with_sales,chickens_broilers_sales_measured_in_head,chickens_layers_inventory,chickens_layers_operations_with_inventory,commodity_totals_operations_with_sales,commodity_totals_sales_measured_in_$,commodity_totals_sales_measured_in_$_operation,corn_grain_acres_harvested,corn_grain_operations_with_area_harvested,corn_grain_production_measured_in_bu,corn_silage_acres_harvested,corn_silage_operations_with_area_harvested,corn_silage_production_measured_in_tons,crop_totals_sales_measured_in_$,expense_totals_operating_expense_measured_in_$,expense_totals_operating_expense_measured_in_$_operation,farm_operations_acres_operated,farm_operations_area_operated_measured_in_acres_operation,farm_operations_area_operated_measured_in_acres_operation_median,farm_operations_number_of_operations,govt_programs_federal_operations_with_receipts,govt_programs_federal_receipts_measured_in_$,hay_&_haylage_acres_harvested,hay_&_haylage_operations_with_area_harvested,hay_&_haylage_production_measured_in_tons_dry_basis,hogs_inventory,hogs_operations_with_inventory,hogs_operations_with_sales,hogs_sales_measured_in_head,income_farm_related_operations_with_receipts,income_farm_related_receipts_measured_in_$,income_net_cash_farm_of_operations_net_income_measured_in_$,income_net_cash_farm_of_operations_net_income_measured_in_$_operation,income_net_cash_farm_of_operations_operations_with_net_income,machinery_totals_asset_value_measured_in_$,machinery_totals_asset_value_measured_in_$_operation,oats_acres_harvested,oats_operations_with_area_harvested,oats_production_measured_in_bu,orchards_acres_bearing_&_non_bearing,orchards_operations_with_area_bearing_&_non_bearing,potatoes_acres_harvested,potatoes_operations_with_area_harvested,sheep_incl_lambs_inventory,sheep_incl_lambs_operations_with_inventory,sorghum_grain_acres_harvested,sorghum_grain_operations_with_area_harvested,sorghum_grain_production_measured_in_bu,sorghum_silage_acres_harvested,sorghum_silage_operations_with_area_harvested,sorghum_silage_production_measured_in_tons,soybeans_acres_harvested,soybeans_operations_with_area_harvested,soybeans_production_measured_in_bu,sugarbeets_acres_harvested,sugarbeets_operations_with_area_harvested,sugarbeets_production_measured_in_tons,sunflower_acres_harvested,sunflower_operations_with_area_harvested,sunflower_production_measured_in_lb,sweet_potatoes_acres_harvested,sweet_potatoes_operations_with_area_harvested,vegetable_totals_in_the_open_acres_harvested,vegetable_totals_in_the_open_operations_with_area_harvested,wheat_acres_harvested,wheat_operations_with_area_harvested,wheat_production_measured_in_bu,wheat_spring_(excl_durum)_acres_harvested,wheat_spring_(excl_durum)_operations_with_area_harvested,wheat_spring_(excl_durum)_production_measured_in_bu,wheat_spring_durum_acres_harvested,wheat_spring_durum_operations_with_area_harvested,wheat_spring_durum_production_measured_in_bu,wheat_winter_acres_harvested,wheat_winter_operations_with_area_harvested,wheat_winter_production_measured_in_bu
montana,deer lodge,"11,772",47,"7,839",42,"1,943","1,869,813",77,"13,117",47,"5,756,000",0,0,0,0,0,0,"4,845",32,0,0,"7,361",32,33,"5,261",0,0,29,4,35,"6,487,000","84,247",0,0,0,0,0,0,"731,000","5,228,000","67,891","74,083",962,180,77,11,"169,000","7,839",42,"20,602",0,0,0,0,16,"206,000","1,634,000","21,225",77,"11,168,000","145,035",0,0,0,0,0,0,0,242,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montana,fallon,"191,780",200,"99,599",155,604,"1,883,893",289,"1,424",11,"38,476,000",798,6,"26,316",0,1,0,"28,741",164,10,7,"46,066",179,176,"40,365",0,0,539,31,96,"45,288,000","156,705","5,442",18,"137,322","3,848",10,"26,897","6,812,000","41,032,000","141,978","902,019","3,121","1,435",289,173,"3,853,000","56,533",150,"44,831",0,1,4,67,142,"4,162,000","12,271,000","42,462",289,"55,635,000","196,591",0,1,0,0,0,0,0,"2,201",15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"21,530",42,"440,025","14,226",36,"295,917","1,567",4,"19,581","5,737",13,"124,527"
montana,fergus,"623,933",628,"390,992",587,"1,094","2,833,620",845,"16,250",79,"97,660,000","28,052",68,"806,411",0,0,0,"79,847",478,408,26,"119,336",508,494,"101,216",6,0,"1,592",82,196,"133,624,000","158,135",310,3,"19,700",0,1,0,"35,964,000","131,283,000","155,365","2,188,069","2,589",806,845,438,"12,281,000","203,025",531,"259,948",195,9,4,195,436,"8,925,000","23,546,000","27,865",845,"156,055,000","184,680",835,12,"27,940",0,4,0,0,"2,990",43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"138,686",158,"4,570,858","43,869",91,0,"1,520",4,0,"93,297",125,"3,495,550"
montana,flathead,"92,483",791,"74,532",673,"6,389","1,014,016","1,146","22,088",281,"8,375,000","2,714",22,"171,379",0,0,0,0,190,0,13,"8,441",254,200,"4,960",0,0,"5,334",153,656,"35,854,000","31,286",0,3,0,0,0,0,"27,479,000","43,798,000","38,218","181,882",159,30,"1,146",115,"1,823,000","34,574",520,"75,150","1,940",24,51,"3,602",299,"3,443,000","-2,679,000","-2,337","1,146","74,252,000","64,906",0,1,0,103,53,0,14,718,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,45,"22,854",63,"1,468,289","13,726",52,0,389,6,0,"8,739",35,"769,694"
montana,gallatin,"208,482",745,"144,075",641,"3,030","1,889,690","1,123","81,251",454,"43,087,000","31,738",91,"2,189,161",0,1,0,"16,201",231,"3,773",30,"41,043",290,264,"24,521",1,0,"2,415",138,575,"112,104,000","99,826",227,4,"29,598","1,629",15,"29,394","69,017,000","102,528,000","91,299","700,462",624,32,"1,123",179,"3,106,000","56,136",545,"170,878",181,13,15,267,459,"11,028,000","23,709,000","21,113","1,123","131,820,000","117,382",604,6,"32,138",6,11,"6,286",21,"3,115",62,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"6,368",43,"39,501",94,"2,348,851","23,675",75,"1,472,656",191,4,"10,069","15,635",50,"866,126"
montana,garfield,"294,179",176,"118,740",126,404,"3,441,672",260,"2,774",19,"45,498,000","7,503",24,"232,701",0,0,0,"47,305",173,11,7,"74,262",182,183,"48,448",0,0,226,16,54,"54,538,000","209,763",847,4,"32,259",0,1,0,"9,041,000","49,975,000","192,211","2,214,815","8,519","4,267",260,168,"5,608,000","46,044",105,"50,806",91,10,6,123,136,"3,968,000","14,139,000","54,382",260,"62,328,000","239,724",158,4,"3,660",0,0,0,0,"12,587",34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"55,541",52,"1,056,696","34,646",36,"549,446",0,1,0,0,40,0
montana,glacier,"493,782",331,"321,880",225,"1,167","2,171,691",637,"27,432",93,"48,151,000","54,216",57,"2,609,112",0,0,0,"31,320",290,983,15,"43,839",302,292,"34,370",2,0,"172,403",26,231,"106,537,000","167,247",0,0,0,0,0,0,"58,386,000","94,553,000","148,434","1,185,873","1,862",350,637,220,"5,948,000","48,425",168,"68,073","20,195",13,18,"67,656",174,"10,828,000","28,761,000","45,151",637,"96,584,000","151,623",0,1,0,0,1,12,6,617,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,"145,185",86,"5,751,672","55,412",62,"1,923,068","20,711",15,"544,710","69,062",50,"3,283,894"
montana,golden valley,"108,004",110,"45,741",87,670,"2,914,246",157,"7,334",36,"13,406,000",0,3,0,0,0,0,0,64,0,3,"16,484",70,71,"10,280",1,0,0,3,55,"18,601,000","118,480",0,0,0,0,1,0,"5,195,000","18,876,000","120,227","683,145","4,351","1,244",157,102,"3,049,000","29,000",84,"40,697",0,3,3,0,83,"1,092,000","3,867,000","24,631",157,"22,385,000","142,583",0,0,0,0,0,0,0,"16,684",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,881",19,"564,686","3,340",13,"85,816",0,0,0,"10,541",13,"478,870"
montana,granite,"28,910",86,"25,069",81,"1,618","3,060,313",151,"31,861",89,"14,952,000",0,1,0,0,0,0,"14,256",76,6,3,"19,392",86,83,"13,979",0,0,174,13,50,"17,898,000","118,530",0,0,0,0,1,0,"2,946,000","15,792,000","104,584","285,656","1,892",540,151,49,"268,000","24,584",80,"61,520",0,6,6,117,59,"1,233,000","3,606,000","23,881",151,"21,603,000","143,069",0,0,0,0,1,0,0,"1,078",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,4,"20,240",184,4,"20,240",0,0,0,0,0,0
montana,hill,"1,222,312",585,"662,360",449,861,"1,992,745",698,"4,127",35,"23,620,000","17,039",35,"465,940",0,0,0,"12,089",164,22,8,"16,826",179,163,"19,712",8,"1,900",0,36,222,"130,750,000","187,322",0,1,0,0,2,0,"107,131,000","122,227,000","175,110","1,615,704","2,315","1,020",698,530,"20,360,000","31,341",157,"32,579",0,9,9,0,409,"11,831,000","40,714,000","58,330",698,"181,028,000","259,353",769,9,"22,684",0,0,0,2,419,5,120,3,"6,000",0,0,0,429,3,"2,745",0,0,0,0,0,0,0,0,0,2,"501,546",349,"16,063,620","251,808",284,"7,528,494","17,243",35,"517,892","232,495",256,"8,017,234"
montana,jefferson,"57,864",205,"29,411",172,"1,702","1,619,472",370,"33,458",186,"16,102,000",0,0,0,0,0,0,"16,758",141,6,3,"24,879",161,152,"15,339",0,0,717,46,193,"20,164,000","54,497",0,0,0,0,1,0,"4,062,000","18,069,000","48,835","352,128",952,103,370,43,"634,000","23,668",151,"61,612",85,12,7,65,92,"788,000","3,517,000","9,505",370,"32,715,000","88,418",0,0,0,19,16,0,1,"2,996",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,"5,599",3,"236,984",0,2,0,0,1,0,"4,545",3,0
montana,judith basin,"278,940",259,"198,023",247,929,"2,237,680",357,"13,702",59,"63,851,000","10,972",24,"346,385",0,0,0,0,225,0,8,"72,091",251,235,"60,276",0,0,594,20,56,"88,901,000","249,024",0,3,0,0,1,0,"25,050,000","75,435,000","211,303","860,136","2,409","1,191",357,208,"3,687,000","109,792",235,"162,111",118,9,8,71,214,"5,505,000","22,658,000","63,467",357,"80,743,000","226,807",0,4,0,0,0,0,0,"8,055",38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"55,865",52,"1,895,590","21,975",36,"612,632",553,4,"14,537","33,337",45,"1,268,421"
montana,lake,"93,368",836,"64,314",751,"1,606","880,495","1,170","100,398",803,"42,754,000",675,6,"41,539",0,0,0,"26,927",396,818,25,"56,119",463,412,"38,096",3,75,"14,273",131,445,"64,796,000","55,381",0,2,0,"1,300",3,"29,900","22,042,000","65,636,000","56,099","641,471",548,40,"1,170",157,"1,442,000","50,579",500,"125,358",146,26,35,333,391,"3,670,000","4,271,000","3,651","1,170","85,297,000","72,903",174,10,"12,858",740,226,"1,213",13,"1,444",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,281",33,"7,634",32,"489,702","5,649",19,"363,903",0,2,0,0,18,0
montana,lewis and clark,"78,688",479,"60,055",409,"1,306","1,479,324",707,"48,209",410,"29,762,000","8,502",12,"607,136",0,0,0,"24,121",206,122,12,"40,202",248,206,"23,074",2,0,0,120,345,"43,187,000","61,085",0,1,0,0,0,0,"13,425,000","44,426,000","62,838","800,658","1,132",25,707,83,"1,081,000","37,035",381,"101,882",0,31,33,0,159,"3,218,000","3,060,000","4,328",707,"55,741,000","78,842",860,11,"58,240",9,9,0,1,"2,359",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,17,"10,173",11,"731,613","6,033",5,"425,964",0,2,0,0,7,0
montana,liberty,"698,794",228,"403,865",194,897,"3,329,506",246,"7,017",20,"19,215,000","20,091",25,"607,559",0,0,0,"7,537",50,433,4,"10,245",53,53,"6,832",4,"46,800","107,810",17,40,"88,292,000","358,909",0,3,0,0,1,0,"69,077,000","74,255,000","301,849","913,576","3,714","2,807",246,223,"10,873,000","12,524",52,"23,916","19,624",4,4,"107,740",176,"5,106,000","30,016,000","122,015",246,"103,114,000","424,336",0,1,0,0,0,30,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,3,"267,372",169,"9,034,248","110,538",131,"3,153,871","20,026",30,"528,150","136,808",127,"5,352,227"
montana,lincoln,"12,546",238,"7,801",204,"5,250","727,103",345,"4,890",129,"2,100,000",0,1,0,0,0,0,0,81,0,2,"2,101",98,56,"1,639",0,0,"1,105",71,213,"3,111,000","9,019",0,0,0,0,0,0,"1,011,000","8,645,000","25,057","47,783",139,45,345,4,"47,000","7,616",172,"11,697",53,5,6,34,70,"3,534,000","-1,953,000","-5,660",345,"18,844,000","54,620",0,0,0,5,5,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,1,0,0,1,0,0,0,0,0,1,0
montana,madison,"151,196",376,"99,723",326,"1,710","2,610,305",605,"130,295",381,"60,520,000","5,015",25,"406,610",0,0,0,"52,285",271,7,5,"80,763",301,276,"56,393",0,0,902,53,212,"83,635,000","138,239",0,0,0,0,1,0,"23,114,000","71,436,000","118,075","923,307","1,526",220,605,95,"1,458,000","75,908",314,"246,319",97,9,9,175,258,"7,097,000","20,754,000","34,304",605,"90,702,000","149,921",0,0,0,7,5,354,5,"4,435",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,6,"15,132",41,"1,036,727","13,303",36,"939,192",0,3,"11,426",0,16,"86,109"
montana,mccone,"591,961",361,"319,986",229,528,"1,619,356",437,"7,273",19,"31,275,000","4,640",16,"156,222",0,0,0,0,167,0,2,"40,349",177,173,"33,969",3,0,424,13,123,"61,277,000","140,221","4,012",14,"153,812",482,6,"3,147","30,002,000","75,019,000","171,668","1,339,597","3,065","1,694",437,352,"13,400,000","30,329",122,"30,139",0,4,6,0,310,"11,409,000","11,067,000","25,325",437,"103,731,000","237,370",0,1,0,0,0,0,0,"8,279",12,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,"187,518",162,"2,658,612","169,523",155,"2,399,570","7,617",14,"114,902","10,378",18,"144,140"
montana,meagher,"85,231",102,"62,451",94,908,"5,524,417",145,"52,074",80,"32,334,000","5,725",12,"328,120",0,0,0,0,94,0,2,"50,989",103,100,"31,094",1,0,98,13,36,"36,769,000","253,581",0,0,0,0,0,0,"4,436,000","32,556,000","224,522","882,177","6,084","1,800",145,38,"887,000","47,087",93,"93,930",0,2,2,0,72,"1,677,000","6,777,000","46,736",145,"39,237,000","270,602",687,6,"41,719",0,0,0,1,"3,051",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"5,411",11,"117,610",0,11,0,0,0,0,0,3,0
montana,mineral,"5,441",65,"2,500",48,"5,002","989,976",93,633,27,"376,000",0,1,0,0,0,0,0,21,0,1,438,28,27,343,0,0,192,12,51,"604,000","6,491",0,0,0,0,0,0,"228,000","1,520,000","16,347","18,408",198,67,93,12,"82,000","2,479",43,"2,673",7,3,7,20,30,"493,000","-341,000","-3,671",93,"3,979,000","42,783",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
montana,missoula,"21,550",335,"13,905",275,"2,796","1,262,721",576,"15,458",363,"4,208,000",0,1,0,0,0,0,"3,717",117,18,7,"5,772",136,120,"3,302",2,0,"2,087",113,334,"9,849,000","17,098",0,2,0,0,0,0,"5,641,000","18,268,000","31,715","260,117",452,20,576,35,"417,000","12,474",217,"27,067",141,18,8,252,168,"5,049,000","-2,953,000","-5,127",576,"24,397,000","42,356",69,3,"2,225",30,18,(z),3,739,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,31,0,2,0,0,0,0,0,0,0,0,2,0
montana,musselshell,"145,144",165,"66,340",114,639,"2,038,138",346,"12,936",56,"29,541,000","2,935",11,"137,360",0,0,0,"25,113",161,18,8,"38,861",187,172,"29,874",0,0,980,58,165,"37,284,000","107,757",0,2,0,775,3,"19,475","7,744,000","33,954,000","98,132","1,103,333","3,189",220,346,104,"2,231,000","33,534",109,"60,760",37,10,5,57,122,"1,764,000","7,326,000","21,173",346,"48,408,000","140,313",0,0,0,0,0,0,1,"4,619",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,"22,487",16,"668,485",0,10,0,0,1,0,"14,261",14,"407,446"
montana,park,"110,716",354,"65,988",280,"2,609","3,230,902",575,"61,973",280,"24,112,000","4,979",17,"292,243",0,0,0,"24,704",187,120,9,"37,099",209,209,"24,709",5,180,"2,314",88,234,"33,515,000","58,287",0,0,0,0,2,0,"9,403,000","36,749,000","63,912","711,966","1,238",159,575,88,"935,000","54,610",265,"117,496",20,4,11,248,252,"5,298,000","2,999,000","5,216",575,"56,594,000","98,425",0,0,0,1,3,0,1,"3,875",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,"4,359",16,"238,696","1,764",9,"127,927",0,0,0,"2,595",12,"110,769"
montana,petroleum,"84,845",76,"46,244",64,678,"3,863,919",104,"10,881",33,"14,492,000","2,887",7,"117,073",0,0,0,"13,377",53,4,4,"22,138",65,64,"15,693",0,0,0,2,29,"17,761,000","170,779",0,2,0,0,2,0,"3,269,000","14,605,000","140,437","592,558","5,698","2,500",104,54,"861,000","25,028",58,"40,421",0,1,2,0,58,"1,066,000","5,082,000","48,869",104,"20,231,000","194,528",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,135",12,"210,015","6,827",9,"61,008",0,0,0,"8,308",7,"149,007"
montana,phillips,"508,821",356,"265,039",285,530,"2,306,077",445,"31,427",151,"49,259,000","5,498",19,"205,989",0,0,0,"51,568",221,24,6,"76,901",233,236,"51,317",0,0,342,11,90,"74,636,000","167,721",353,4,"25,520",554,3,"8,448","25,376,000","71,743,000","161,220","1,936,545","4,352","1,160",445,294,"9,471,000","78,515",242,"111,291",0,2,5,0,257,"11,267,000","23,631,000","53,104",445,"99,809,000","224,289",0,3,"6,893",0,0,0,0,"2,829",23,0,0,0,0,0,0,122,4,"3,640",0,0,0,0,0,0,0,0,0,0,"117,352",105,"2,282,189","81,089",88,"1,429,231","16,350",29,"218,529","19,913",34,"634,429"
montana,pondera,"551,139",380,"326,318",311,"1,207","1,998,397",486,"69,824",194,"35,462,000","50,625",90,"2,745,796",0,1,0,"15,332",184,869,5,"24,285",193,178,"15,343",2,0,"115,236",25,117,"111,526,000","229,476","3,541",6,"162,149",0,2,0,"76,064,000","98,608,000","202,898","804,578","1,656",530,486,338,"10,629,000","47,257",194,"112,649","24,539",8,8,"49,940",300,"7,154,000","30,700,000","63,169",486,"131,857,000","272,432",906,6,"30,217",0,0,0,2,"4,601",13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,45,4,"164,644",184,"7,369,103","55,437",121,"2,203,888","32,165",56,"1,345,471","77,042",127,"3,819,744"
montana,powder river,"145,709",217,"90,600",186,551,"2,755,267",325,"15,972",43,"59,031,000","1,434",8,"53,190",0,0,0,"49,046",215,19,15,"84,944",249,248,"61,063",0,0,538,32,50,"62,094,000","191,059",0,0,0,0,2,0,"3,063,000","52,337,000","161,036","1,626,630","5,005","2,400",325,157,"2,797,000","84,497",185,"93,262",36,3,6,23,185,"3,954,000","16,508,000","50,795",325,"72,706,000","223,710",0,1,0,0,0,0,0,"10,620",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2,426",12,"77,151",318,3,"12,234",0,0,0,"2,108",11,"64,917"
montana,powell,"57,950",146,"44,961",132,"1,295","2,917,797",254,"51,743",134,"25,311,000",680,3,"49,200",0,0,0,0,112,0,8,"35,243",118,125,"24,357",0,0,736,36,90,"31,845,000","125,372",0,0,0,0,0,0,"6,533,000","26,112,000","102,804","572,388","2,253",305,254,59,"377,000","44,182",127,"111,179",32,6,6,171,95,"1,272,000","7,382,000","29,061",254,"34,295,000","135,021",0,2,0,0,2,0,0,495,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
montana,prairie,"129,818",138,"67,210",97,774,"3,229,966",179,"14,604",51,"32,499,000","1,777",5,"33,866",585,9,"14,352","23,698",103,7,5,"48,224",121,123,"33,420",0,0,360,9,35,"43,300,000","241,899",956,4,"106,320","3,290",20,"54,514","10,801,000","39,101,000","218,443","747,256","4,175","1,800",179,139,"4,610,000","23,555",83,"48,136",0,1,5,56,114,"2,261,000","11,070,000","61,846",179,"29,974,000","170,306",0,0,0,0,1,0,1,967,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,"23,207",34,"375,808","19,138",27,"276,336","1,476",10,"20,500","2,593",7,"78,972"
montana,ravalli,"52,117","1,061","39,573",933,"5,734","877,618","1,576","70,972","1,221","29,952,000",323,9,"22,605",0,1,0,"15,242",428,824,19,"27,032",486,436,"25,981",9,111,"6,031",266,828,"42,662,000","27,070",850,5,"125,000",0,4,0,"12,710,000","46,264,000","29,355","241,233",153,20,"1,576",61,"245,000","35,334",833,"97,924",227,27,41,665,367,"4,811,000","1,455,000",923,"1,576","86,204,000","54,698",0,1,0,212,69,7,11,"2,216",123,0,0,0,0,0,0,150,5,"5,250",0,0,0,0,0,0,0,0,71,45,"1,575",22,"98,794",945,12,"61,836",169,5,"14,100",461,10,"22,858"
montana,richland,"479,538",410,"260,196",302,877,"2,112,650",527,"53,488",137,"44,726,000","4,363",25,"258,710",0,2,0,"33,228",232,10,4,"63,288",253,258,"46,380",1,0,573,31,161,"100,103,000","189,949","5,367",23,"536,567","4,317",33,"71,576","55,377,000","92,239,000","175,027","1,270,080","2,410","1,000",527,351,"10,227,000","52,847",231,"79,668",19,4,4,8,328,"10,241,000","28,331,000","53,759",527,"127,316,000","242,969","1,628",16,"74,396",0,0,0,0,"4,613",15,0,0,0,0,0,0,"2,959",13,"128,961","16,978",50,"544,583",0,0,0,0,0,0,2,"148,106",167,"3,462,455","115,601",138,"2,833,331","25,621",48,"463,618","6,884",18,"165,506"
montana,roosevelt,"757,316",461,"483,365",323,722,"1,883,016",501,"24,263",67,"19,601,000","2,355",12,"100,324",0,2,0,"19,869",155,0,0,"27,228",159,163,"20,890",0,0,349,14,158,"64,131,000","128,006",460,3,"41,600",270,6,"4,500","44,529,000","84,878,000","169,417","1,307,366","2,610","1,060",501,382,"13,696,000","59,194",187,"57,780",95,11,8,49,337,"21,302,000","14,251,000","28,445",501,"133,387,000","268,384",488,4,"10,998",0,2,0,0,598,7,0,0,0,0,0,0,725,3,"21,980","1,335",6,"37,745",0,0,0,0,0,0,0,"288,231",209,"4,460,631","191,621",160,"2,942,341","91,326",104,"1,317,963","5,284",9,"200,327"
montana,rosebud,"169,766",246,"82,857",198,430,"2,835,966",414,"38,683",118,"69,615,000","4,142",11,"441,451",0,2,0,"50,216",248,3,3,"91,559",267,248,"71,761",3,30,697,38,126,"86,638,000","209,271",778,9,"129,425","2,029",9,"46,881","17,023,000","76,352,000","184,425","2,732,466","6,600",673,414,141,"3,759,000","50,519",180,"104,686",637,9,6,685,162,"4,631,000","18,676,000","45,112",414,"66,808,000","161,371",0,1,0,(z),3,0,1,"3,710",17,0,0,0,0,1,0,373,4,"12,000","2,803",7,"95,428",0,0,0,0,0,0,1,"17,688",25,"456,454","13,009",17,"339,703",0,0,0,"4,679",14,"116,751"
montana,sanders,"43,265",387,"28,713",322,988,"1,219,226",521,"21,483",212,"11,740,000",0,2,0,0,1,0,"10,176",193,6,3,"15,539",217,195,"13,292",8,38,"5,335",93,240,"16,910,000","32,458",0,1,0,0,0,0,"5,170,000","16,098,000","30,898","642,640","1,233",90,521,45,"570,000","27,205",277,"51,060",270,8,8,102,190,"2,707,000","4,090,000","7,850",521,"34,227,000","65,694",0,3,0,23,20,1,3,192,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,18,0,3,0,0,2,0,0,1,0,0,0,0
montana,sheridan,"786,144",402,"627,971",312,694,"1,611,743",458,"4,576",18,"12,141,000","2,156",8,"71,774",0,0,0,0,121,0,2,"17,651",127,122,"13,488",0,0,93,6,121,"70,570,000","154,083","1,620",4,"40,100",0,0,0,"58,429,000","86,837,000","189,601","1,064,068","2,323","1,369",458,369,"11,702,000","40,005",130,"33,257",0,2,2,0,357,"26,840,000","22,275,000","48,634",458,"201,255,000","443,294",0,0,0,0,0,0,1,469,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"334,481",245,"4,360,379","35,303",45,"558,260","294,241",230,"3,625,706","4,937",11,"176,413"
montana,silver bow,"3,664",42,"2,482",36,"2,251","956,028",142,"2,412",26,"2,163,000",0,0,0,0,0,0,"2,609",49,0,0,"3,679",56,47,"2,337",0,0,229,23,80,"2,729,000","19,219",0,0,0,0,0,0,"566,000","3,022,000","21,278","60,306",425,100,142,0,0,"2,480",34,"5,086",12,6,8,40,38,"141,000","-151,000","-1,066",142,"7,498,000","52,803",0,0,0,0,0,0,0,272,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montana,stillwater,"175,693",388,"107,482",331,"1,344","1,823,923",562,"23,213",177,"35,824,000","3,127",17,"156,439",0,1,0,"26,078",272,19,5,"46,755",285,286,"33,722",4,96,896,47,183,"51,455,000","91,556","1,414",11,"274,723","1,222",12,"31,809","15,631,000","48,040,000","85,481","762,568","1,357",280,562,225,"4,175,000","74,286",304,"106,739",291,8,11,576,249,"5,843,000","13,432,000","23,901",562,"58,150,000","103,840",0,2,0,4,7,0,0,"13,497",28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,"23,207",53,"966,471",0,9,0,0,1,0,"19,905",50,"810,296"
montana,sweet grass,"57,171",166,"39,175",154,"1,136","3,117,975",301,"38,786",155,"22,565,000",0,2,0,0,0,0,"24,276",157,9,6,"33,529",166,161,"23,468",1,0,289,25,95,"25,698,000","85,375",0,0,0,0,0,0,"3,133,000","26,477,000","87,963","826,134","2,745",320,301,59,"617,000","37,590",151,"69,295",90,10,8,178,143,"2,056,000","1,894,000","6,292",301,"36,654,000","121,775",0,2,0,0,0,0,0,"3,433",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,4,"16,756",0,4,0,0,0,0,0,1,0
